id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ; CLM_AMT_7 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM
500;1; 250 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;689
501;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;40;F;Urban;854
502;2; 473 ; 453 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Rural;620
503;1; 371 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;970
504;2; 347 ; 238 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;41;M;Urban;693
505;1; 282 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Rural;841
506;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;35;M;Urban;881
507;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Rural;647
508;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;64;F;Urban;632
509;4; 504 ; 453 ; 688 ; 189 ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;531
510;3; 459 ; 334 ; 529 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;39;M;Urban;527
511;2; 432 ; 584 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;69;M;Urban;790
512;1; 344 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Urban;722
513;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;M;Rural;730
514;3; 422 ; 462 ; 340 ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;M;Urban;556
515;1; 354 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Rural;671
516;1; 323 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;56;F;Urban;613
517;3; 856 ; 449 ; 413 ; -   ; -   ; -   ; -   ;Commercial;Van;59;M;Urban;576
518;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;41;M;Urban;531
519;3; 522 ; 387 ; 437 ; -   ; -   ; -   ; -   ;Private;Sports Car;57;F;Urban;726
520;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;43;M;Urban;563
521;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;42;M;Urban;562
522;2; 166 ; 514 ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Urban;881
523;3; 397 ; 294 ; 248 ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;M;Urban;616
524;1; 710 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;51;M;Rural;784
525;1; 392 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;646
526;1; 524 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Urban;627
527;2; 125 ; 563 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;537
528;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;565
529;2; 314 ; 238 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;F;Urban;804
530;2; 394 ; 653 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;841
531;3; 308 ; 410 ; 364 ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;965
532;1; 432 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural;624
533;2; 193 ; 441 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;694
534;2; 451 ; 635 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban;737
535;1; 336 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban;674
536;1; 489 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban;726
537;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;785
538;1; 237 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;548
539;2; 213 ; 182 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;612
540;4; 465 ; 222 ; 573 ; 627 ; -   ; -   ; -   ;Commercial;Sedan;51;F;Urban;758
541;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban;781
542;1; 669 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;M;Urban;604
543;1; 261 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;852
544;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban;926
545;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;F;Urban;988
546;1; 281 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;F;Urban;573
547;5; 293 ; 413 ; 1 047 ; 523 ; 237 ; -   ; -   ;Private;Pickup;43;M;Urban;945
548;2; 318 ; 426 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;999
549;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;54;F;Rural;749
550;2; 299 ; 382 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;51;M;Urban;560
551;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;27;M;Urban;950
552;2; 309 ; 445 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban;766
553;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;691
554;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Rural;892
555;2; 290 ; 627 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;M;Rural;646
556;1; 452 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;27;F;Urban;724
557;3; 546 ; 476 ; 492 ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;529
558;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;F;Urban;634
559;2; 416 ; 387 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;913
560;2; 353 ; 368 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;887
561;1; 483 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;858
562;2; 388 ; 587 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Rural;716
563;1; 291 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;695
564;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban;899
565;1; 213 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;M;Rural;993
566;5; 176 ; 326 ; 263 ; 317 ; 386 ; -   ; -   ;Private;Sedan;49;M;Urban;744
567;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;F;Urban;841
568;2; 314 ; 384 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;759
569;1; 443 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Rural;501
570;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban;858
571;4; 254 ; 456 ; 301 ; 356 ; -   ; -   ; -   ;Private;Sedan;39;F;Rural;583
572;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;720
573;3; 306 ; 281 ; 390 ; -   ; -   ; -   ; -   ;Private;SUV;27;F;Urban;893
574;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;M;Rural;711
575;6; 367 ; 516 ; 231 ; 444 ; 535 ; 330 ; -   ;Commercial;Panel Truck;47;M;Urban;806
576;1; 379 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;38;F;Rural;748
577;3; 494 ; 497 ; 365 ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban;890
578;3; 403 ; 634 ; 680 ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural;702
579;1; 611 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Rural;840
580;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;F;Urban;810
581;1; 434 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Rural;911
582;1; 621 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;954
583;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;37;M;Urban;898
584;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Urban;580
585;1; 616 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;43;F;Urban;978
586;3; 625 ; 418 ; 638 ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;775
587;1; 641 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;F;Urban;789
588;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban;963
589;1; 517 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;31;M;Urban;742
590;4; 455 ; 201 ; 252 ; 370 ; -   ; -   ; -   ;Commercial;Pickup;47;M;Rural;789
591;4; 342 ; 535 ; 791 ; 393 ; -   ; -   ; -   ;Private;Sedan;42;F;Urban;623
592;3; 370 ; 242 ; 543 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;502
593;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Rural;896
594;1; 205 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban;924
595;1; 391 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;31;F;Urban;724
596;2; 351 ; 452 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban;956
597;3; 290 ; 686 ; 195 ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Urban;936
598;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;803
599;2; 184 ; 724 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;742
600;2; 606 ; 812 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;58;M;Rural;667
601;2; 471 ; 814 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;39;F;Rural;559
602;1; 361 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Rural;805
603;3; 300 ; 387 ; 341 ; -   ; -   ; -   ; -   ;Private;Sedan;32;M;Urban;907
604;3; 308 ; 323 ; 314 ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban;788
605;1; 420 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Urban;915
606;2; 512 ; 504 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban;621
607;3; 435 ; 751 ; 313 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;735
608;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;M;Urban;620
609;2; 364 ; 688 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;55;M;Urban;580
610;2; 214 ; 819 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;F;Urban;893
611;2; 327 ; 392 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;975
612;3; 548 ; 417 ; 678 ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban;538
613;1; 778 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Rural;509
614;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;47;M;Urban;817
615;1; 345 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural;578
616;2; 232 ; 308 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban;585
617;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;876
618;2; 608 ; 393 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;928
619;1; 319 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;67;M;Urban;802
620;1; 368 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban;862
621;1; 559 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban;833
622;3; 342 ; 578 ; 356 ; -   ; -   ; -   ; -   ;Private;Sports Car;58;F;Urban;655
623;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;F;Urban;518
624;3; 464 ; 369 ; 387 ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban;674
625;3; 418 ; 339 ; 373 ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;950
626;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;28;F;Rural;861
627;2; 259 ; 411 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;50;M;Urban;573
628;2; 384 ; 550 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;44;M;Urban;671
629;1; 391 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Urban;904
630;4; 236 ; 241 ; 487 ; 459 ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban;615
631;3; 703 ; 339 ; 496 ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;707
632;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;37;F;Urban;607
633;3; 481 ; 397 ; 299 ; -   ; -   ; -   ; -   ;Private;Sedan;58;M;Urban;733
634;4; 221 ; 828 ; 252 ; 353 ; -   ; -   ; -   ;Private;Sedan;32;M;Rural;892
635;2; 364 ; 273 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;38;M;Urban;653
636;4; 208 ; 702 ; 324 ; 334 ; -   ; -   ; -   ;Commercial;Van;42;M;Urban;945
637;1; 390 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;42;F;Urban;847
638;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural;506
639;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;M;Rural;518
640;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;44;F;Rural;819
641;4; 547 ; 244 ; 246 ; 195 ; -   ; -   ; -   ;Private;Sports Car;37;F;Urban;891
642;1; 333 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;45;M;Urban;888
643;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;48;F;Urban;569
644;1; 520 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;72;F;Urban;868
645;1; 471 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban;548
646;2; 331 ; 517 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;622
647;1; 525 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;40;F;Urban;713
648;2; 619 ; 279 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;F;Urban;750
649;3; 259 ; 330 ; 432 ; -   ; -   ; -   ; -   ;Private;Sports Car;62;F;Urban;892
650;2; 232 ; 155 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban;979
651;1; 416 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;32;F;Urban;673
652;2; 144 ; 160 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural;780
653;3; 386 ; 240 ; 985 ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;906
654;1; 468 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;527
655;1; 257 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;985
656;1; 471 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;22;F;Urban;950
657;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;53;M;Urban;584
658;1; 287 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;M;Urban;559
659;6; 344 ; 277 ; 470 ; 939 ; 747 ; 459 ; -   ;Private;SUV;47;F;Urban;877
660;3; 371 ; 503 ; 401 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban;882
661;2; 353 ; 496 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Urban;777
662;2; 494 ; 316 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;F;Urban;915
663;1; 383 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;935
664;3; 655 ; 506 ; 605 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;51;M;Urban;843
665;1; 205 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;32;M;Urban;840
666;3; 301 ; 293 ; 361 ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Rural;875
667;1; 320 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban;853
668;2; 204 ; 662 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;M;Rural;991
669;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;39;F;Rural;654
670;3; 528 ; 426 ; 426 ; -   ; -   ; -   ; -   ;Commercial;Pickup;27;F;Urban;965
671;5; 453 ; 1 197 ; 595 ; 359 ; 458 ; -   ; -   ;Commercial;Van;53;M;Urban;783
672;4; 249 ; 244 ; 434 ; 347 ; -   ; -   ; -   ;Private;SUV;48;F;Urban;928
673;2; 315 ; 468 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;52;F;Rural;565
674;1; 620 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;877
675;2; 362 ; 418 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;588
676;1; 195 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;40;F;Urban;676
677;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;948
678;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;59;M;Urban;567
679;1; 304 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Rural;542
680;1; 533 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Rural;769
681;2; 325 ; 332 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;660
682;1; 707 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;583
683;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban;579
684;1; 399 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban;715
685;2; 348 ; 212 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;M;Urban;822
686;1; 235 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;F;Rural;752
687;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;62;M;Urban;504
688;1; 433 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;534
689;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;55;M;Urban;667
690;1; 486 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural;842
691;3; 490 ; 568 ; 344 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;59;M;Urban;842
692;1; 554 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;33;F;Urban;550
693;6; 252 ; 705 ; 382 ; 849 ; 227 ; 689 ; -   ;Private;SUV;46;F;Urban;931
694;2; 309 ; 351 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;557
695;2; 680 ; 402 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;860
696;2; 373 ; 470 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;55;F;Urban;723
697;2; 367 ; 392 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban;620
698;2; 356 ; 884 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban;980
699;3; 780 ; 589 ; 271 ; -   ; -   ; -   ; -   ;Commercial;Van;50;M;Rural;908
700;1; 585 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban;650
701;3; 363 ; 673 ; 309 ; -   ; -   ; -   ; -   ;Commercial;Sedan;56;F;Urban;522
702;2; 755 ; 414 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban;955
703;3; 255 ; 604 ; 448 ; -   ; -   ; -   ; -   ;Private;Sports Car;53;F;Rural;653
704;4; 264 ; 788 ; 305 ; 645 ; -   ; -   ; -   ;Commercial;Pickup;52;M;Urban;576
705;3; 264 ; 750 ; 438 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;60;M;Urban;702
706;1; 644 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban;743
707;2; 479 ; 360 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;21;F;Urban;837
708;4; 170 ; 304 ; 591 ; 319 ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;523
709;1; 380 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;30;F;Urban;693
710;1; 362 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Urban;622
711;1; 634 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Rural;981
712;6; 353 ; 395 ; 723 ; 725 ; 532 ; 232 ; -   ;Private;Pickup;53;M;Urban;634
713;3; 275 ; 277 ; 259 ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban;865
714;2; 398 ; 246 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;62;M;Urban;717
715;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;38;F;Urban;998
716;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Urban;578
717;4; 202 ; 271 ; 451 ; 384 ; -   ; -   ; -   ;Private;Pickup;53;F;Urban;848
718;2; 381 ; 241 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;566
719;3; 505 ; 675 ; 232 ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban;610
720;3; 391 ; 372 ; 302 ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;M;Rural;927
721;1; 372 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban;851
722;3; 706 ; 289 ; 199 ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;847
723;4; 510 ; 466 ; 502 ; 552 ; -   ; -   ; -   ;Commercial;SUV;46;F;Rural;817
724;1; 366 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;43;M;Urban;640
725;1; 660 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Rural;915
726;1; 350 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;F;Urban;516
727;1; 372 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;786
728;1; 562 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;48;M;Urban;561
729;3; 450 ; 594 ; 539 ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Rural;503
730;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;712
731;4; 194 ; 357 ; 348 ; 312 ; -   ; -   ; -   ;Private;SUV;56;F;Rural;586
732;1; 466 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban;833
733;2; 577 ; 333 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;F;Rural;690
734;1; 341 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban;907
735;2; 356 ; 709 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;874
736;1; 411 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban;920
737;4; 677 ; 359 ; 441 ; 475 ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban;820
738;2; 438 ; 365 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;27;M;Urban;985
739;2; 323 ; 423 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;38;F;Rural;843
740;1; 478 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;578
741;4; 328 ; 347 ; 244 ; 204 ; -   ; -   ; -   ;Commercial;Sedan;38;M;Rural;669
742;1; 557 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Urban;929
743;5; 756 ; 309 ; 472 ; 416 ; 362 ; -   ; -   ;Commercial;Pickup;41;F;Urban;730
744;1; 508 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban;642
745;1; 865 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;756
746;1; 204 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;26;F;Urban;883
747;1; 512 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;590
748;3; 372 ; 285 ; 303 ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Rural;908
749;1; 379 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Rural;574
